track_id,genre_track,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
09Vv3eqqkYwnDVBcb5MiGX,hip_hop,284066.0,True,0.912,0.676,7.0,-8.597,1.0,0.131,0.0967,0.0,0.0943,0.884,131.055,4.0
3rwAbCWY5ZeS8HQTd0nhAA,hip_hop,214725.0,True,0.705,0.572,8.0,-5.799,0.0,0.0326,0.0262,0.0,0.585,0.574,139.977,4.0
3QVu4RiTxI5a5qvSFAaSnq,hip_hop,172892.0,True,0.976,0.584,0.0,-7.589,1.0,0.0827,0.0297,0.0,0.101,0.96,117.993,4.0
5g03rskitOSRh0yfTUtFLl,hip_hop,243004.0,False,0.718,0.379,10.0,-20.433,0.0,0.0556,0.296,0.832,0.107,0.525,99.993,4.0
1WsqaThV50oh27zGVDtzrR,hip_hop,219266.0,False,0.712,0.757,7.0,-4.146,1.0,0.063,0.394,0.0,0.134,0.855,94.995,4.0
3PQ12e8Im68354e1LhOBtV,hip_hop,299146.0,True,0.893,0.74,11.0,-4.936,0.0,0.133,0.298,0.0,0.0881,0.963,101.024,4.0
6kkNZpQdPeL8YNRLjTGTny,hip_hop,138411.0,True,0.943,0.558,2.0,-4.911,1.0,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,4.0
5wwzfAJAvBX1jlN2Y7RFlM,hip_hop,160000.0,False,0.726,0.368,2.0,-9.546,1.0,0.0537,0.178,0.801,0.108,0.514,78.019,4.0
5pTruphi3UjJYuykkcgEPl,hip_hop,100800.0,False,0.809,0.395,5.0,-18.174,1.0,0.0614,0.788,0.841,0.269,0.97,99.978,4.0
5Rizj5FLb2AyNKu9esjYY6,hip_hop,170000.0,False,0.42,0.746,8.0,-10.628,1.0,0.0467,0.0141,0.0,0.0661,0.229,111.886,4.0
2umUzhRzOOkSc4MlvdexlI,hip_hop,116124.0,False,0.609,0.155,7.0,-22.24,1.0,0.0776,0.985,0.93,0.271,0.31,83.992,4.0
74FjBNtz3PXXZZJrXWwRrm,hip_hop,259360.0,True,0.65,0.778,1.0,-6.791,0.0,0.283,0.0652,0.0,0.0834,0.852,190.04,4.0
7vpFXRHgla6huFNWoU4PJd,hip_hop,239626.0,True,0.546,0.641,5.0,-6.412,0.0,0.325,0.322,0.0,0.227,0.875,84.322,4.0
4JOiyBEfXcZUii9dG2Dn65,hip_hop,249840.0,True,0.73,0.608,9.0,-6.417,0.0,0.295,0.301,0.0,0.207,0.753,84.555,4.0
16UFT3JExM8GuVBZ4GTsx7,hip_hop,116404.0,False,0.646,0.315,9.0,-13.572,0.0,0.0804,0.2,0.769,0.129,0.636,90.16,4.0
6DHqksfSagSp2TleVrA62U,hip_hop,143200.0,True,0.749,0.605,5.0,-4.515,1.0,0.0494,0.325,0.0,0.518,0.638,118.958,4.0
1lIHMfOEfDqhlhTi1e61Ew,hip_hop,203813.0,False,0.743,0.646,7.0,-7.796,0.0,0.0744,0.155,0.0,0.461,0.592,91.101,4.0
30y0mJbtYp5Zktil9yUahY,hip_hop,173948.0,True,0.801,0.706,1.0,-6.079,1.0,0.255,0.000212,0.0,0.15,0.331,138.008,4.0
45tHjcM6gERQ7kCEDTG4al,hip_hop,191502.0,False,0.907,0.638,10.0,-7.917,0.0,0.256,0.0337,1.69e-05,0.0725,0.789,99.958,4.0
7ivM5ILtz3k5Z6sRjXu0v2,hip_hop,293560.0,True,0.921,0.833,10.0,-5.741,0.0,0.305,0.0522,1.43e-06,0.106,0.329,94.231,4.0
6uPLFAfq72cAYjHelYSMT3,hip_hop,221193.0,True,0.897,0.531,10.0,-7.197,1.0,0.151,0.218,0.0,0.306,0.853,130.021,4.0
20PCry6tEVL1R7gsbEDLlY,hip_hop,172964.0,False,0.628,0.523,11.0,-8.307,0.0,0.0946,0.701,0.00274,0.219,0.416,169.982,4.0
4HJ4L8hpX9YjTwipKTYwaW,hip_hop,101986.0,True,0.319,0.751,11.0,-2.801,1.0,0.0619,0.0219,0.151,0.515,0.474,69.79,4.0
4ujETqxWEpzgYZFQKtiJdi,hip_hop,240800.0,True,0.769,0.818,6.0,-1.385,0.0,0.192,0.263,0.0,0.0787,0.918,88.017,4.0
6PDYbgV5QvMMWjwDAjTUAq,hip_hop,113292.0,True,0.536,0.814,1.0,-5.407,1.0,0.306,0.0388,0.0,0.142,0.851,96.7,4.0
0ba6nkXdXca43DKB3Wg7gh,hip_hop,138411.0,True,0.943,0.558,2.0,-4.911,1.0,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,4.0
0f0nsE7UwQPuSVZJpADrwE,hip_hop,128058.0,False,0.462,0.303,8.0,-16.26,1.0,0.305,0.849,0.902,0.211,0.178,169.934,4.0
7FIWs0pqAYbP91WWM0vlTQ,hip_hop,210800.0,True,0.808,0.745,10.0,-5.26,0.0,0.342,0.145,0.0,0.292,0.829,165.995,4.0
5GB6oKeSbkHzpQ7iZiBDvS,hip_hop,325506.0,True,0.763,0.785,10.0,-6.472,0.0,0.23,0.0146,0.0113,0.0817,0.506,93.857,4.0
59GTIg6g0ewMb08mzkqWam,hip_hop,111939.0,False,0.775,0.297,11.0,-15.517,1.0,0.114,0.711,0.805,0.188,0.138,89.958,4.0
11hwmr7Wb8F1g1hzuBKFs0,hip_hop,195546.0,True,0.341,0.878,11.0,-6.521,1.0,0.582,0.315,0.0,0.419,0.754,80.533,4.0
5uWCHCngAvj3EA3esMOFYq,hip_hop,223712.0,True,0.927,0.704,11.0,-6.335,0.0,0.102,0.0659,0.0,0.231,0.494,125.015,4.0
3Vmo13MxVRKBszmfK61ONH,hip_hop,190153.0,True,0.791,0.687,1.0,-6.279,1.0,0.104,0.00665,2.12e-06,0.0986,0.513,130.154,4.0
7DubK7FZcX1sFGuwTSDAzj,hip_hop,123000.0,False,0.941,0.913,1.0,-6.102,1.0,0.064,0.0407,0.00222,0.0886,0.766,120.043,4.0
6r027Faonff84hxFMjMbIH,hip_hop,363973.0,True,0.708,0.849,7.0,-2.666,1.0,0.324,0.38,0.0,0.849,0.649,148.102,4.0
2qcS8bzmnVfIJx1LYgpozX,hip_hop,395939.0,False,0.535,0.229,3.0,-16.372,0.0,0.0944,0.431,0.803,0.234,0.918,181.958,3.0
4cw2bxaAjRfBShcDWG694l,hip_hop,85333.0,False,0.619,0.528,2.0,-10.109,1.0,0.415,0.347,0.923,0.442,0.83,179.752,4.0
7hIt3UkQ1Qk0y208QVT4Ke,hip_hop,237933.0,False,0.861,0.753,8.0,-9.132,0.0,0.295,0.0538,0.0,0.0791,0.697,101.943,4.0
1hWYT0w2R0J19rlVkiez7X,hip_hop,250320.0,False,0.517,0.811,5.0,-4.526,0.0,0.286,0.186,0.0,0.105,0.494,168.269,4.0
1LUeqx62PHsFAvBdCWHswz,hip_hop,338133.0,False,0.878,0.835,4.0,-16.385,0.0,0.124,0.0404,0.0,0.354,0.727,94.0,4.0
2deb24yUrqgOVwGJjaIaYp,hip_hop,197183.0,True,0.788,0.936,8.0,-3.479,1.0,0.316,0.445,0.0,0.0812,0.763,139.964,4.0
2ZzlDqhdpXdvsIMkaeXBfF,hip_hop,119797.0,True,0.833,0.534,1.0,-7.519,0.0,0.359,0.00681,0.0,0.111,0.228,132.698,5.0
2Rhq0Csn0xLD2EMpAEFdR4,hip_hop,227211.0,False,0.83,0.651,11.0,-6.717,0.0,0.169,0.0747,0.0,0.188,0.362,119.918,4.0
3d4LXD3Ruu7NIneLpvCWav,hip_hop,137000.0,False,0.713,0.185,0.0,-17.989,1.0,0.0683,0.815,0.469,0.139,0.0647,75.006,4.0
1b9YvdNXEiS3DYSQyOW86b,hip_hop,110886.0,True,0.598,0.457,9.0,-6.081,0.0,0.0602,0.661,0.000331,0.146,0.225,146.052,4.0
6fagd9CtO3Nr8bAfx9BFfW,hip_hop,133705.0,False,0.696,0.25,0.0,-17.502,1.0,0.044,0.856,0.944,0.141,0.336,95.008,4.0
1By63MALvoiyxWv21qlX5r,hip_hop,217435.0,False,0.37,0.671,4.0,-6.61,0.0,0.0654,0.132,0.0,0.691,0.0736,117.07,4.0
4zWE6EeEH72kgksN2NNfTK,hip_hop,160624.0,True,0.373,0.793,6.0,-3.807,1.0,0.195,0.597,0.0,0.0854,0.254,141.386,4.0
3VV1ADZgYWG32C5k9tJ5LT,hip_hop,218810.0,True,0.827,0.735,1.0,-8.279,1.0,0.187,0.243,0.0,0.107,0.493,123.969,4.0
2HegpPpFYmGY94H3vMkrKJ,hip_hop,140374.0,False,0.563,0.304,9.0,-9.013,1.0,0.0393,0.96,0.934,0.08,0.0642,152.04,4.0
6GzTuEZIbeGnhe98YmnjeF,hip_hop,289817.0,True,0.536,0.831,1.0,-6.311,1.0,0.0595,0.148,0.0,0.209,0.439,147.232,4.0
4Dr27JIX3jMbTUAjfO0hQi,hip_hop,162758.0,True,0.522,0.521,10.0,-13.096,0.0,0.868,0.247,0.0,0.125,0.683,173.742,4.0
0soOznuvRh8q9lzhPVJY0z,hip_hop,254375.0,False,0.675,0.97,1.0,-4.884,1.0,0.0624,0.0301,0.0,0.167,0.506,129.987,4.0
31F3HFQ4tQbOVeadP1kLKb,hip_hop,186784.0,False,0.619,0.761,4.0,-7.71,0.0,0.0315,0.0331,0.0,0.207,0.248,144.098,4.0
6200HATyV7YdKFAHD3yAMv,hip_hop,204666.0,True,0.81,0.569,2.0,-11.92,1.0,0.376,0.0254,0.0,0.133,0.56,94.87,4.0
36Bm3B0wlKdcOL64jJkE9w,hip_hop,123870.0,False,0.704,0.537,0.0,-8.565,1.0,0.302,0.223,0.0,0.122,0.7,77.444,4.0
0p0gcyNq1XGzPwzG5sXdWn,hip_hop,171276.0,False,0.731,0.129,8.0,-22.365,0.0,0.0567,0.593,0.914,0.126,0.456,89.999,4.0
4aZXSzUKmrtwOzNFNP8dGI,hip_hop,200226.0,False,0.875,0.633,11.0,-8.032,0.0,0.353,0.146,0.0231,0.0724,0.803,79.018,4.0
0J9l85PszT7X4a7PxpBcbU,hip_hop,219013.0,False,0.797,0.649,11.0,-4.627,1.0,0.0675,0.0522,1.9e-05,0.258,0.475,140.015,4.0
6LOINDjK1Pb6lzTOW9tCJV,hip_hop,412476.0,False,0.602,0.909,11.0,-5.409,0.0,0.256,0.422,0.0,0.434,0.569,104.297,4.0
58HLS1VPId69A0N9gAorMD,hip_hop,173947.0,True,0.905,0.563,8.0,-6.135,1.0,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4.0
4Jr3oM4gP7Ro45ILuwqvI9,hip_hop,126266.0,False,0.694,0.92,7.0,-4.194,1.0,0.178,0.00203,0.937,0.0868,0.566,230.049,4.0
47Zg4tOdJmrKm4EZHUIyJg,hip_hop,147746.0,True,0.686,0.733,2.0,-5.268,1.0,0.0576,0.00567,0.0,0.246,0.141,130.095,4.0
067ogyD1BIeZDh4UD0yV3Y,hip_hop,210860.0,False,0.709,0.674,7.0,-4.941,0.0,0.0589,0.0297,0.0,0.127,0.432,87.961,4.0
1FBSSOxPkK1bW198lCaszk,hip_hop,74666.0,False,0.661,0.588,9.0,-9.68,0.0,0.0293,0.521,0.916,0.1,0.293,89.997,4.0
2ZJ0PZLUhBMIraluogARfW,hip_hop,183880.0,False,0.558,0.653,5.0,-6.218,1.0,0.186,0.297,0.0,0.093,0.862,160.564,3.0
1pVnsRWx33Uskcsh8NI9tX,hip_hop,177600.0,True,0.783,0.707,5.0,-4.481,1.0,0.0782,0.135,0.0,0.143,0.649,118.911,4.0
6e1YLXjYVLl271b5l1RH5f,hip_hop,228581.0,False,0.94,0.188,5.0,-13.83,1.0,0.175,0.000687,0.811,0.112,0.139,126.028,4.0
0wBLOFRJTBo2elusmfZhu3,hip_hop,225066.0,True,0.858,0.672,7.0,-8.192,1.0,0.255,0.0916,1.37e-05,0.0913,0.807,94.008,4.0
3qk1Q4BeESdjlo6p3ib83R,hip_hop,145542.0,True,0.897,0.662,1.0,-6.903,0.0,0.292,0.0852,0.0,0.534,0.39,112.509,4.0
7CvXG4ljFirLFekoSI013T,hip_hop,168679.0,False,0.35,0.114,0.0,-22.551,1.0,0.0383,0.949,0.875,0.107,0.0761,75.438,4.0
6yNI3H6eboyitZqHYRn7OU,hip_hop,268186.0,True,0.497,0.489,11.0,-7.724,0.0,0.294,0.0576,9.91e-05,0.122,0.231,171.853,4.0
4a0MibQ02QxDVsivBZzlbN,hip_hop,296480.0,True,0.691,0.789,6.0,-5.582,0.0,0.37,0.0434,7.72e-06,0.0505,0.694,117.644,5.0
3jJNg3l3NoZwQKESfr04VS,hip_hop,179930.0,True,0.58,0.638,0.0,-6.662,1.0,0.0741,0.588,2e-05,0.129,0.143,168.142,4.0
0OjSA5Dc6aEBwh0I4qbdog,hip_hop,150000.0,True,0.668,0.63,5.0,-6.395,1.0,0.0416,0.0796,0.0,0.125,0.295,79.993,4.0
4Gs2ECdxNPihJnqeCR8Q3q,hip_hop,166611.0,False,0.945,0.515,11.0,-12.584,0.0,0.226,0.0647,0.792,0.117,0.37,121.008,4.0
5KbeiXrObz5iDmFaiEoJol,hip_hop,132294.0,False,0.67,0.252,0.0,-14.625,0.0,0.0286,0.929,0.92,0.0754,0.167,85.05,4.0
4TyOdHslAsrWZyXuStT2Ay,hip_hop,293626.0,False,0.837,0.774,6.0,-8.707,1.0,0.265,0.0267,0.0,0.365,0.671,91.174,4.0
0KZuclyLol5tHbst9sNFnk,hip_hop,263213.0,True,0.581,0.852,3.0,-4.931,0.0,0.351,0.166,0.0,0.108,0.649,77.196,4.0
3yXxXYlnfSQwW6MEWmAkgI,hip_hop,145542.0,True,0.897,0.662,1.0,-6.903,0.0,0.292,0.0852,0.0,0.534,0.39,112.509,4.0
5gULNuFreGNqMLxC2J7pnA,hip_hop,143200.0,True,0.749,0.605,5.0,-4.515,1.0,0.0494,0.325,0.0,0.518,0.638,118.958,4.0
4xD35vyxaHBp9NiE4pVhTp,hip_hop,179519.0,False,0.543,0.392,2.0,-15.042,1.0,0.0694,0.698,0.923,0.117,0.327,75.997,4.0
4s51vFjW6o5EODqDIlmfEi,hip_hop,170820.0,True,0.814,0.722,4.0,-7.466,0.0,0.27,0.268,0.0,0.11,0.466,160.022,4.0
24ZEVCdOTKgdcM41B598NM,hip_hop,276160.0,False,0.599,0.878,10.0,-3.852,1.0,0.0334,0.00128,6.18e-06,0.0431,0.781,99.994,4.0
1K1fIC6UYSQbN9BlW1RWAC,hip_hop,229918.0,True,0.808,0.884,7.0,-4.061,1.0,0.23,0.148,0.0,0.17,0.565,112.029,4.0
41aMYNen9G7uUbqLfV65cF,hip_hop,165000.0,True,0.77,0.386,9.0,-10.33,1.0,0.114,0.471,3.12e-05,0.322,0.431,111.998,4.0
0klMVY5399cOW0cwpX6oLC,hip_hop,114000.0,False,0.736,0.319,7.0,-10.334,0.0,0.0562,0.964,0.893,0.116,0.424,80.1,4.0
7yk8CT3m3KI8u6DEWc3dFk,hip_hop,245064.0,False,0.733,0.752,6.0,-3.472,0.0,0.034,0.263,0.0,0.157,0.763,87.996,4.0
03HxY5VnxHkcBIFsMilv0X,hip_hop,206106.0,True,0.734,0.806,6.0,-4.398,0.0,0.161,0.0362,0.0,0.218,0.855,82.97,4.0
0hVkubqNQUhSGQoFuPdk2Y,hip_hop,163438.0,True,0.867,0.585,2.0,-8.759,1.0,0.115,0.0199,0.0,0.102,0.339,101.027,4.0
4f3PSNngaip2KCL6maSbNP,hip_hop,174705.0,True,0.669,0.799,0.0,-6.533,1.0,0.179,0.21,1.57e-06,0.109,0.174,136.131,4.0
6Ax0HvtGbT9T2OYrd5T84s,hip_hop,205128.0,False,0.804,0.742,4.0,-5.845,1.0,0.0783,0.431,0.0,0.212,0.532,117.004,4.0
3fR7kRSnlS6thMntDfOxjt,hip_hop,158727.0,True,0.926,0.791,5.0,-4.553,1.0,0.273,0.00255,0.0,0.0772,0.473,139.166,5.0
3gXFG6kbXgzWWjYcnRI2wy,hip_hop,177600.0,True,0.783,0.707,5.0,-4.481,1.0,0.0782,0.135,0.0,0.143,0.649,118.911,4.0
2bHXDfr3iYdxdJXZf1uVBz,hip_hop,328400.0,True,0.946,0.691,0.0,-6.323,1.0,0.137,0.00122,0.0,0.104,0.917,137.176,4.0
5LIyZdtSbrVQO1hyC8NY6Z,hip_hop,136200.0,False,0.659,0.292,7.0,-17.44,0.0,0.394,0.881,0.929,0.111,0.745,150.07,4.0
5U7nV8CBB0GCgeIg20cICM,hip_hop,183333.0,False,0.833,0.916,5.0,-5.607,0.0,0.26,0.326,5.87e-06,0.131,0.651,135.079,4.0
5iv6lZAIguXWYW4Zaz5zvY,hip_hop,260506.0,False,0.849,0.768,8.0,-4.085,1.0,0.233,0.277,1.26e-06,0.332,0.774,98.0,4.0
5cGaKenwuunj1t2LdkEUhz,hip_hop,220920.0,False,0.699,0.728,4.0,-3.484,0.0,0.376,0.0248,0.0,0.0423,0.909,119.288,5.0
4llJmyLcHHgCVvTeGoLMlW,hip_hop,192508.0,False,0.911,0.557,2.0,-7.595,1.0,0.296,0.00926,0.0,0.103,0.528,146.964,4.0
5P3RHW7DwkSnb5sUKc44Yt,hip_hop,193123.0,False,0.793,0.847,5.0,-10.167,0.0,0.0435,0.0024,0.872,0.177,0.68,130.036,4.0
2DQqAXXV05qI4vbIt0jFeV,hip_hop,247794.0,False,0.932,0.604,2.0,-8.072,1.0,0.168,0.0669,9.3e-06,0.327,0.749,101.97,4.0
78wJpYxUVGVpXNHRgwubRw,hip_hop,235183.0,False,0.644,0.315,7.0,-23.907,1.0,0.0367,0.386,0.921,0.107,0.325,114.987,4.0
3WUBA60WMbEwL2CsaACdX0,hip_hop,165045.0,False,0.705,0.91,5.0,-3.901,1.0,0.0596,0.203,0.0,0.38,0.813,132.017,4.0
2oBdr8t6Wtf0cpOcs6i8js,hip_hop,138411.0,True,0.943,0.558,2.0,-4.911,1.0,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,4.0
5IVI7khiLLNYZvlRQr5Cjh,hip_hop,248693.0,True,0.673,0.797,1.0,-4.861,1.0,0.27,0.00459,2.5e-06,0.7,0.92,94.169,4.0
1n00Xu0vbe6jUaR3df4hqX,hip_hop,235800.0,False,0.795,0.705,5.0,-8.552,0.0,0.0715,0.00118,0.00658,0.136,0.482,100.025,4.0
15RngLpvSAnNmq7I88BPYQ,hip_hop,122834.0,False,0.805,0.986,4.0,-10.107,1.0,0.0504,0.00538,0.885,0.0996,0.782,126.991,4.0
2vxX7MLVLWJRTE2s9hAWFx,hip_hop,247183.0,False,0.688,0.805,8.0,-5.829,1.0,0.234,0.0207,0.0,0.0884,0.559,153.372,4.0
6HMZ3tZuvwsRFucXXv1mJ1,hip_hop,299399.0,False,0.768,0.381,7.0,-12.335,1.0,0.0356,0.173,0.00165,0.322,0.761,121.889,4.0
2sdsgxNDZox6b48e4VDxNV,hip_hop,233666.0,False,0.484,0.893,9.0,-7.075,1.0,0.282,0.00577,0.0,0.126,0.481,154.977,4.0
6B5EvYMoo4exk24WAkJoOU,hip_hop,143200.0,True,0.749,0.605,5.0,-4.515,1.0,0.0494,0.325,0.0,0.518,0.638,118.958,4.0
5F14XQUDxlqceipTriSByU,hip_hop,213333.0,True,0.693,0.781,6.0,-5.157,0.0,0.29,0.0226,0.0,0.101,0.276,90.295,4.0
09qANVNXLDTQtOlL0k9U9K,hip_hop,238333.0,True,0.587,0.755,4.0,-2.209,0.0,0.0523,0.0423,0.0,0.582,0.0469,89.024,4.0
5YRzeFvIc4yNhpzDcLKWvE,hip_hop,144048.0,False,0.914,0.723,2.0,-6.193,1.0,0.138,0.196,0.0,0.216,0.335,95.0,4.0
2Y6srhruj3lRdTus32s6RS,hip_hop,136500.0,True,0.568,0.665,9.0,-6.119,1.0,0.182,0.183,0.0,0.0707,0.0923,159.931,4.0
1svDKiz3n0VluHe1kxD0ay,hip_hop,303455.0,False,0.509,0.77,10.0,-7.735,0.0,0.0878,0.165,0.0296,0.707,0.477,91.41,4.0
39Fmaxv6wrZtRf5WFrwT2E,hip_hop,263920.0,True,0.697,0.86,11.0,-5.182,1.0,0.43,0.0365,0.0,0.0721,0.432,160.902,4.0
21bhcTyR7wRA9xQt9fSpj3,hip_hop,170306.0,True,0.551,0.831,10.0,-6.876,0.0,0.261,0.164,0.0,0.0861,0.587,140.02,4.0
4RFI4Jy27KhSXrAsmfBlR5,hip_hop,103636.0,False,0.627,0.175,0.0,-11.06,0.0,0.274,0.99,0.95,0.116,0.582,176.164,4.0
1K34gERmNaYL3lCzjM6UvA,hip_hop,143200.0,True,0.749,0.605,5.0,-4.515,1.0,0.0494,0.325,0.0,0.518,0.638,118.958,4.0
6wA4Q9wnYEkNsrGiIiq3UG,hip_hop,114200.0,False,0.812,0.825,7.0,-7.327,0.0,0.0375,0.0936,0.908,0.0785,0.781,140.992,4.0
7rXX0XPyxSuIQXsEyR1zXT,hip_hop,271840.0,True,0.711,0.71,11.0,-10.129,1.0,0.187,0.0683,4.34e-05,0.101,0.652,84.039,4.0
2IEzXLmOUOJkOpr4r4JF0K,hip_hop,137744.0,False,0.56,0.581,9.0,-13.992,0.0,0.168,0.847,0.241,0.127,0.346,172.096,4.0
2ptqJ1yMVMeX3FqaMMGWyi,hip_hop,338139.0,False,0.591,0.85,1.0,-8.378,0.0,0.0543,0.0227,0.827,0.0691,0.283,173.991,4.0
5XpFpfbl1QmFAjY6660x5c,hip_hop,132493.0,False,0.698,0.584,7.0,-6.538,0.0,0.0311,0.32,0.0,0.196,0.756,98.026,4.0
3l84vjvLnKIfqLLdZXKq2B,hip_hop,222787.0,False,0.701,0.605,9.0,-7.742,1.0,0.387,0.0279,0.0,0.269,0.836,99.914,4.0
0obUExuRujs3eHgoJxEQmt,hip_hop,70834.0,False,0.726,0.156,1.0,-8.903,1.0,0.147,0.835,0.904,0.111,0.426,81.458,4.0
10UYgMRN4xJELxkDQwUZAI,hip_hop,123672.0,True,0.938,0.606,6.0,-6.396,0.0,0.419,0.117,0.0,0.528,0.706,121.108,4.0
1krHdheYUiv9jK99c3zD9f,hip_hop,166260.0,False,0.445,0.186,7.0,-19.78,1.0,0.037,0.777,0.902,0.126,0.0614,81.026,4.0
4P86ap74De1WOMtExck3i0,hip_hop,250462.0,False,0.766,0.867,4.0,-11.522,0.0,0.0654,0.00604,0.0,0.104,0.691,97.745,4.0
3Vgubz59m3HYg9F2VUKWgz,hip_hop,241533.0,True,0.805,0.63,1.0,-6.467,0.0,0.174,0.225,0.0,0.204,0.567,129.232,4.0
6mn9tjJnGfCwOKhuhF0Jgm,hip_hop,262800.0,False,0.737,0.89,4.0,-8.443,1.0,0.158,0.0056,0.00172,0.0801,0.809,105.857,4.0
48BdA5qBxXVoe59xvu0bwc,hip_hop,217946.0,True,0.486,0.786,4.0,-6.468,0.0,0.209,0.441,4.46e-06,0.077,0.534,94.644,3.0
15zc1Ayg9iomo8jmyJY7Wy,hip_hop,124363.0,False,0.822,0.563,7.0,-11.862,0.0,0.144,0.0142,0.842,0.104,0.574,110.005,4.0
4CpifsQKzkEARD5tHeIYT7,hip_hop,216000.0,False,0.8,0.732,8.0,-7.211,0.0,0.358,0.273,0.0,0.49,0.832,92.042,4.0
61gD24OF2gh1dczPB4CIWw,hip_hop,191007.0,False,0.921,0.66,11.0,-6.052,1.0,0.27,0.375,0.0,0.643,0.728,97.967,4.0
6uebosHeOwzQT3ZBtBCbtu,hip_hop,223889.0,False,0.832,0.666,1.0,-4.92,0.0,0.0633,0.143,0.0,0.072,0.81,109.536,4.0
6NbWSIakHwnzX6V7oWUyco,hip_hop,138411.0,True,0.943,0.558,2.0,-4.911,1.0,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,4.0
40o0A5x3mtTInMA2XkTYXx,hip_hop,166260.0,False,0.694,0.336,3.0,-13.856,0.0,0.0434,0.762,0.931,0.181,0.591,80.992,4.0
4ygQUye7obtqhSltSxp18H,hip_hop,139406.0,True,0.768,0.569,0.0,-8.791,1.0,0.243,0.469,0.0,0.678,0.883,124.104,4.0
20Bv8AGtjBHEQT8DTTvi1g,hip_hop,118464.0,False,0.683,0.527,7.0,-13.452,1.0,0.152,0.017,0.923,0.119,0.272,173.819,4.0
0tLU4GQSvPKEumdlGkAeLe,hip_hop,143200.0,True,0.749,0.605,5.0,-4.515,1.0,0.0494,0.325,0.0,0.518,0.638,118.958,4.0
6CQ7p73M5PimpYsqKBax82,hip_hop,126405.0,False,0.71,0.391,9.0,-16.49,0.0,0.0533,0.931,0.893,0.131,0.397,111.094,4.0
5Wgify5hhk544rP3bSp38q,hip_hop,192000.0,False,0.568,0.552,8.0,-10.349,0.0,0.0489,0.54,0.0,0.161,0.279,154.136,4.0
2vQpdVfYggOrzbCLWZ2YX2,hip_hop,159714.0,True,0.77,0.786,11.0,-3.909,1.0,0.368,0.189,0.0,0.129,0.837,126.764,4.0
54JnIS7MrA2fCxGzCkrrFF,hip_hop,77333.0,False,0.612,0.584,5.0,-14.151,0.0,0.0966,0.162,0.899,0.12,0.59,179.94,4.0
6KxUXJD0BHiafnQC3xNNxF,hip_hop,252521.0,False,0.742,0.688,11.0,-10.921,1.0,0.0906,0.0668,0.0,0.342,0.788,100.028,4.0
4fRX9pDFGJVBMuRCxZRCxy,hip_hop,122754.0,False,0.46,0.255,3.0,-11.621,1.0,0.0694,0.857,0.904,0.125,0.349,84.926,4.0
0AVKyOsOy97MW8oKRmFmWP,hip_hop,154343.0,False,0.642,0.804,7.0,-2.133,0.0,0.29,0.794,0.0,0.145,0.493,150.109,4.0
58ZprHTDL7ITUJUMO98g0C,hip_hop,223626.0,False,0.754,0.711,11.0,-7.518,0.0,0.205,0.0544,0.0,0.356,0.578,134.059,4.0
6Xgq7MvZiet0hVi3KaDSgJ,hip_hop,212093.0,False,0.67,0.693,6.0,-8.34,1.0,0.35,0.2,0.0,0.0909,0.388,87.017,4.0
0ny4PVwFS5KVa5haChIJAz,hip_hop,293720.0,False,0.665,0.709,5.0,-7.95,1.0,0.273,0.125,0.0,0.1,0.859,172.074,4.0
6gRrZfAsGRnAR00IkXTTLv,hip_hop,148759.0,True,0.787,0.713,7.0,-5.252,1.0,0.401,0.0849,0.0,0.717,0.761,175.046,4.0
02jpm8UJGwm6Ac3HHDjHv1,hip_hop,151000.0,False,0.697,0.305,5.0,-16.791,0.0,0.043,0.562,0.898,0.142,0.656,119.948,3.0
4J2s7nWDdA7i92sojYX8RJ,hip_hop,215062.0,True,0.814,0.531,7.0,-7.093,1.0,0.379,0.571,0.0,0.339,0.732,129.874,4.0
4D7IBkEcfSq2x082KdSDkn,hip_hop,199106.0,False,0.701,0.602,7.0,-5.363,1.0,0.291,0.0157,1.68e-06,0.337,0.46,179.916,4.0
2ZOefCjvH3oPJuvPZtxObU,hip_hop,176401.0,True,0.786,0.852,1.0,-5.747,0.0,0.32,0.0078,0.0,0.328,0.538,169.918,4.0
0LlZsY7Cfa0uBlJjTkSzCE,hip_hop,141440.0,False,0.585,0.642,9.0,-9.74,1.0,0.0341,0.66,0.00161,0.269,0.774,162.376,4.0
7K9kCcTXOCYJvPaapu7y9q,hip_hop,243139.0,False,0.495,0.914,10.0,-6.776,0.0,0.135,0.158,0.0,0.0943,0.623,172.062,4.0
6U5mOeY5IrGA7gLMI27FcD,hip_hop,222213.0,True,0.434,0.701,10.0,-2.8,0.0,0.206,0.294,0.0,0.0989,0.769,91.275,4.0
6XA7U5MDnoaw7TFcfh4Ns3,hip_hop,189116.0,False,0.743,0.682,0.0,-8.726,1.0,0.0366,0.586,0.867,0.141,0.536,134.018,4.0
7GPstnufSTScEaw9dMxO9H,hip_hop,216234.0,False,0.759,0.342,1.0,-9.044,0.0,0.0406,0.775,0.0,0.112,0.22,99.995,4.0
